0.1406,0.543,0.8281,0.0,0.0,0.0,0.0186,-0.1632,0.8762,0.0,0.0,0.0,0.9405,0.2654,-0.1268,-0.1701,-0.332,0.5156,0.793,-0.0175,0.0,0.0,-0.2641,-0.1946,0.8775,0.0005,-0.0012,-0.0007,0.9204,0.2212,0.2342,0.2215
0.1406,0.543,0.8242,-0.0175,-0.0175,0.0,0.0186,-0.1632,0.8761,0.001,-0.0013,-0.0009,0.9405,0.2654,-0.1269,-0.17,-0.332,0.5156,0.7969,-0.0175,0.0,0.0,-0.2642,-0.1946,0.8775,0.0005,-0.0012,-0.0007,0.9202,0.2213,0.2344,0.222
0.1367,0.543,0.8281,-0.0175,0.0,0.0,0.0186,-0.1632,0.8761,-0.0004,-0.0012,-0.0004,0.9405,0.2654,-0.1269,-0.17,-0.3359,0.5117,0.793,0.0,0.0,-0.0175,-0.2642,-0.1946,0.8775,0.0001,-0.0003,-0.0002,0.9202,0.2213,0.2345,0.222
0.1367,0.543,0.8281,0.0,0.0,0.0,0.0186,-0.1632,0.8761,0.0,-0.0,0.0,0.9406,0.2654,-0.1269,-0.1699,-0.332,0.5117,0.793,-0.0175,-0.0175,-0.0175,-0.2642,-0.1946,0.8775,0.0019,-0.0008,-0.0011,0.9202,0.2213,0.2345,0.222
0.1406,0.543,0.8281,-0.0175,-0.0175,0.0175,0.0186,-0.1632,0.8761,0.0011,-0.0021,-0.0013,0.9405,0.2654,-0.1269,-0.1699,-0.332,0.5117,0.793,-0.0175,0.0,-0.0175,-0.2642,-0.1946,0.8775,0.0006,-0.0015,-0.0009,0.9202,0.2213,0.2345,0.2219
0.1406,0.543,0.8281,-0.0175,0.0,0.0,0.0186,-0.1632,0.8761,-0.0004,-0.0012,-0.0004,0.9405,0.2654,-0.1269,-0.1699,-0.332,0.5156,0.793,-0.0175,-0.0175,-0.0175,-0.2642,-0.1946,0.8775,0.0019,-0.0008,-0.0011,0.9202,0.2213,0.2345,0.2219
0.1367,0.543,0.8242,0.0,-0.0175,0.0,0.0186,-0.1632,0.8761,0.0014,-0.0001,-0.0005,0.9405,0.2655,-0.1269,-0.1698,-0.332,0.5156,0.793,-0.0175,0.0,0.0,-0.2641,-0.1946,0.8775,0.0005,-0.0012,-0.0007,0.9203,0.2213,0.2343,0.2219
0.1406,0.543,0.8281,-0.0175,-0.0175,0.0,0.0186,-0.1631,0.8761,0.001,-0.0013,-0.0009,0.9405,0.2655,-0.1269,-0.1698,-0.332,0.5156,0.793,0.0,-0.0175,-0.0175,-0.2641,-0.1946,0.8775,0.0015,0.0004,-0.0004,0.9202,0.2213,0.2343,0.222
0.1406,0.543,0.8281,0.0,-0.0175,0.0,0.0186,-0.1631,0.8761,0.0014,-0.0001,-0.0005,0.9405,0.2655,-0.127,-0.1698,-0.332,0.5156,0.7969,-0.0175,0.0,0.0,-0.2641,-0.1946,0.8775,0.0005,-0.0012,-0.0007,0.9203,0.2213,0.2343,0.2219
0.1406,0.543,0.8242,0.0,-0.0175,0.0,0.0186,-0.1631,0.8761,0.0014,-0.0001,-0.0005,0.9405,0.2655,-0.127,-0.1699,-0.332,0.5117,0.793,0.0,-0.0175,-0.0175,-0.2641,-0.1946,0.8775,0.0015,0.0004,-0.0004,0.9203,0.2214,0.2343,0.2219
