Num,Time,Accelx,Accely,Accelz,Gyrox,Gyroy,Gyroz
 24878, 15:55:23, -773, 623, -7906, -5, 1, 0 
 24879, 15:55:23, -792, 623, -7916, -5, 1, 0 
 24882, 15:55:23, -799, 635, -7894, -5, 4, 0 
 24889, 15:55:23, -791, 626, -7906, -5, 2, -1 
 24892, 15:55:23, -788, 626, -7912, -4, 3, 0 
 24894, 15:55:23, -795, 621, -7917, -5, 3, -1 
 24896, 15:55:23, -787, 626, -7898, -6, 1, 0 
 24897, 15:55:23, -793, 613, -7919, -5, 0, -1 
 24899, 15:55:23, -809, 634, -7904, -4, 2, 1 
 24900, 15:55:23, -797, 613, -7890, -5, 1, 1 
 24901, 15:55:23, -794, 615, -7907, -5, 1, 1 
 24902, 15:55:23, -797, 617, -7917, -6, 2, 0 
 24903, 15:55:23, -809, 629, -7916, -6, 3, 2 
 24904, 15:55:23, -805, 633, -7905, -5, 2, 0 
 24905, 15:55:23, -797, 632, -7899, -5, 2, 0 
 24906, 15:55:23, -792, 631, -7915, -4, 1, 0 
 24907, 15:55:23, -779, 625, -7901, -4, 2, 1 
 24908, 15:55:23, -789, 628, -7890, -6, 2, 1 
 24913, 15:55:24, -806, 614, -7905, -7, 1, 0 
 24915, 15:55:24, -785, 624, -7903, -6, 2, 0 
 24916, 15:55:24, -798, 607, -7911, -6, 1, 1 
 24920, 15:55:24, -788, 630, -7896, -5, 1, -2 
 24927, 15:55:24, -805, 624, -7913, -6, 3, 0 
 24938, 15:55:24, -796, 629, -7912, -6, 3, -1 
 24943, 15:55:24, -794, 619, -7907, -5, 2, -1 
 24944, 15:55:24, -801, 614, -7919, -5, 1, 0 
 24945, 15:55:24, -802, 628, -7909, -5, 1, 0 
 24946, 15:55:24, -798, 615, -7902, -6, 1, 0 
 24949, 15:55:24, -779, 618, -7909, -7, 1, 1 
 24952, 15:55:24, -804, 634, -7916, -7, 2, 1 
 24953, 15:55:24, -789, 630, -7904, -8, 1, 0 
 24957, 15:55:24, -785, 626, -7902, -6, 3, 0 
 24960, 15:55:24, -783, 622, -7899, -8, 2, 0 
 24964, 15:55:24, -795, 632, -7903, -7, 2, 2 
 24968, 15:55:24, -788, 617, -7904, -5, 1, 0 
 24969, 15:55:24, -793, 630, -7914, -6, 2, 1 
 24976, 15:55:24, -808, 625, -7918, -6, 1, 0 
 24977, 15:55:24, -794, 626, -7916, -5, 2, 1 
 24982, 15:55:24, -798, 622, -7903, -7, 1, -1 
 24990, 15:55:24, -797, 639, -7893, -6, 2, 0 
 24991, 15:55:24, -805, 632, -7915, -5, 1, 0 
 24993, 15:55:24, -819, 624, -7907, -6, 2, -1 
 25006, 15:55:24, -792, 633, -7921, -6, 3, 1 
 25009, 15:55:24, -787, 641, -7898, -6, 1, 1 
 25028, 15:55:25, -802, 621, -7889, -6, 3, 1 
 25044, 15:55:25, -819, 622, -7913, -6, 1, 0 
 25056, 15:55:25, -803, 617, -7894, -5, 1, -1 
 25060, 15:55:25, -785, 617, -7899, -4, 2, -1 
 25066, 15:55:25, -809, 648, -7899, -5, 1, 0 
 25073, 15:55:25, -788, 621, -7922, -6, 1, 1 
 25076, 15:55:25, -796, 643, -7902, -8, 4, 0 
 25077, 15:55:25, -795, 635, -7912, -8, 3, 1 
 25088, 15:55:25, -796, 634, -7896, -8, 2, 1 
 25094, 15:55:25, -770, 639, -7911, -7, 1, -1 
 25096, 15:55:25, -787, 629, -7893, -6, 2, 2 
 25104, 15:55:25, -790, 646, -7904, -7, 2, 1 
 25108, 15:55:25, -794, 619, -7915, -6, 4, 0 
 25111, 15:55:25, -792, 644, -7909, -6, 1, 0 
 25113, 15:55:26, -789, 645, -7916, -8, 3, 0 
 25120, 15:55:26, -780, 623, -7913, -6, 3, 1 
 25128, 15:55:26, -791, 624, -7898, -8, 2, 0 
 25129, 15:55:26, -791, 631, -7920, -8, 3, -1 
 25130, 15:55:26, -784, 641, -7914, -8, 5, 1 
 25132, 15:55:26, -777, 629, -7895, -6, 3, 1 
 25134, 15:55:26, -780, 643, -7899, -8, 4, -1 
 25137, 15:55:26, -793, 628, -7924, -7, 2, 0 
 25141, 15:55:26, -797, 643, -7896, -6, 3, -1 
 25144, 15:55:26, -782, 620, -7927, -5, 2, 0 
 25153, 15:55:26, -795, 642, -7901, -6, 2, 1 
 25154, 15:55:26, -791, 626, -7926, -5, 2, 0 
 25155, 15:55:26, -781, 625, -7903, -4, 2, -1 
 25156, 15:55:26, -784, 627, -7915, -5, 1, 0 
 25158, 15:55:26, -804, 651, -7888, -4, 2, -1 
 25159, 15:55:26, -787, 645, -7888, -5, 1, -1 
 25164, 15:55:26, -780, 642, -7894, -5, 1, 0 
 25165, 15:55:26, -796, 630, -7917, -6, 1, -1 
 25169, 15:55:26, -787, 634, -7921, -4, 1, 1 
 25171, 15:55:26, -798, 629, -7886, -4, 1, -1 
 25172, 15:55:26, -788, 634, -7886, -4, 2, -1 
 25182, 15:55:26, -795, 626, -7895, -5, 2, 1 
 25185, 15:55:26, -776, 633, -7912, -3, 0, 0 
 25189, 15:55:26, -787, 620, -7907, -4, 1, 0 
 25191, 15:55:26, -786, 628, -7907, -4, 1, 0 
 25192, 15:55:26, -785, 642, -7900, -3, 1, 0 
 25194, 15:55:26, -788, 621, -7894, -3, 2, 0 
 25195, 15:55:26, -793, 614, -7902, -2, 1, 0 
 25196, 15:55:26, -796, 630, -7912, -3, 2, 0 
 25199, 15:55:26, -799, 627, -7918, -5, 1, 0 
 25201, 15:55:26, -788, 619, -7907, -4, 2, -1 
 25205, 15:55:26, -794, 622, -7905, -4, 1, -1 
 25206, 15:55:26, -773, 627, -7893, -4, 1, 1 
 25207, 15:55:26, -783, 622, -7928, -5, 2, -1 
 25209, 15:55:26, -801, 617, -7894, -5, 1, 1 
 25214, 15:55:27, -790, 636, -7907, -5, 0, -1 
 25217, 15:55:27, -786, 626, -7894, -3, 0, 0 
 25218, 15:55:27, -794, 635, -7909, -4, 1, 0 
 25223, 15:55:27, -805, 623, -7922, -4, 0, 0 
 25225, 15:55:27, -786, 647, -7911, -5, -2, 1 
 25232, 15:55:27, -801, 636, -7902, -5, 2, 1 
 25233, 15:55:27, -785, 640, -7902, -5, 0, 0 
 25234, 15:55:27, -793, 626, -7899, -5, 0, -1 
 25235, 15:55:27, -788, 622, -7903, -6, 1, 0 
 25236, 15:55:27, -805, 644, -7912, -4, 1, -1 
 25237, 15:55:27, -813, 618, -7911, -4, 1, -1 
 25238, 15:55:27, -790, 618, -7902, -6, 1, 1 
 25240, 15:55:27, -807, 613, -7917, -4, 1, 1 
 25243, 15:55:27, -805, 621, -7888, -6, 0, 1 
 25244, 15:55:27, -794, 616, -7897, -5, 0, 0 
 25245, 15:55:27, -795, 607, -7913, -6, 1, 0 
 25246, 15:55:27, -802, 621, -7917, -5, 3, 1 
 25247, 15:55:27, -795, 639, -7905, -5, 1, -1 
 25248, 15:55:27, -785, 629, -7891, -4, 3, -1 
 25249, 15:55:27, -808, 626, -7893, -3, 1, 1 
 25250, 15:55:27, -809, 607, -7915, -4, 1, 1 
 25251, 15:55:27, -804, 625, -7899, -4, 1, 0 
 25252, 15:55:27, -791, 630, -7901, -4, 0, 0 
 25253, 15:55:27, -789, 621, -7904, -6, 1, 1 
 25254, 15:55:27, -782, 638, -7918, -3, 1, 1 
 25255, 15:55:27, -784, 627, -7918, -2, 2, 0 
 25257, 15:55:27, -781, 630, -7891, -5, 1, 0 
 25259, 15:55:27, -794, 630, -7886, -3, 0, -1 
 25263, 15:55:27, -814, 621, -7904, -3, 0, 0 
 25265, 15:55:27, -789, 624, -7897, -1, 1, 0 
 25267, 15:55:27, -793, 634, -7914, -1, 0, -1 
 25269, 15:55:27, -815, 623, -7908, -2, 0, -2 
 25270, 15:55:27, -779, 632, -7896, -1, 1, -1 
 25271, 15:55:27, -782, 632, -7896, -1, 3, 0 
 25273, 15:55:27, -799, 625, -7907, -1, 1, -1 
 25274, 15:55:27, -801, 631, -7906, -2, 0, -1 
 25276, 15:55:27, -790, 612, -7900, 0, 1, -1 
 25277, 15:55:27, -818, 627, -7896, 1, 1, -1 
 25279, 15:55:27, -812, 604, -7894, -1, 1, 0 
 25282, 15:55:27, -773, 612, -7878, -1, 2, -1 
 25285, 15:55:27, -796, 605, -7897, -4, 0, 0 
 25286, 15:55:27, -790, 609, -7900, -4, 0, 1 
 25287, 15:55:27, -790, 609, -7900, -4, 0, 1 
 25288, 15:55:27, -804, 601, -7913, -3, 0, 0 
 25291, 15:55:27, -797, 602, -7901, -2, -1, -1 
 25292, 15:55:27, -798, 601, -7902, -3, 0, -1 
 25293, 15:55:27, -778, 623, -7912, -4, 1, 0 
 25294, 15:55:27, -785, 615, -7885, -2, 1, -2 
 25295, 15:55:27, -804, 594, -7896, -3, 0, -1 
 25299, 15:55:27, -801, 605, -7924, -6, 0, 0 
 25300, 15:55:27, -780, 631, -7896, -6, 2, 0 
 25322, 15:55:28, -781, 604, -7910, -7, 3, 0 
 25327, 15:55:28, -811, 623, -7899, -10, 3, 1 
 25328, 15:55:28, -794, 607, -7912, -9, 3, 0 
 25329, 15:55:28, -803, 608, -7911, -10, 2, 1 
 25336, 15:55:28, -795, 621, -7901, -9, 3, -1 
 25341, 15:55:28, -785, 604, -7919, -7, 2, 0 
 25342, 15:55:28, -802, 600, -7910, -7, 1, 1 
 25343, 15:55:28, -796, 609, -7887, -7, 1, 0 
 25349, 15:55:28, -797, 628, -7902, -5, 1, 0 
 25350, 15:55:28, -800, 615, -7914, -5, 1, 0 
 25352, 15:55:28, -782, 599, -7892, -5, 1, 1 
 25360, 15:55:28, -799, 617, -7904, -4, 1, 1 
 25367, 15:55:28, -793, 613, -7914, -5, 2, 0 
 25368, 15:55:28, -789, 609, -7893, -4, 2, -1 
 25369, 15:55:28, -792, 607, -7905, -3, 1, 0 
 25372, 15:55:28, -804, 616, -7908, -5, 2, 0 
 25374, 15:55:28, -808, 624, -7897, -5, 2, -1 
 25376, 15:55:28, -801, 599, -7924, -5, 2, 1 
 25377, 15:55:28, -809, 611, -7917, -6, 2, -2 
 25379, 15:55:28, -818, 602, -7902, -5, 7, 1 
 25385, 15:55:28, -811, 600, -7915, -12, 10, 1 
 25391, 15:55:28, -778, 629, -7927, -10, 9, 1 
 25392, 15:55:28, -777, 605, -7909, -11, 8, 0 
 25393, 15:55:28, -790, 626, -7930, -9, 7, 1 
